"ref","company","company_location","review_date","country_of_bean_origin","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste"
1980,"Johnny Iuzzini","U.S.A.",2017,"Ecuador",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","floral","bourbon","salt"
2008,"Johnny Iuzzini","U.S.A.",2017,"Madagascar",68,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","vanilla","gateway",""
1976,"Johnny Iuzzini","U.S.A.",2017,"Jamaica",67,3,4,"Yes","Yes","No","Yes","No","Yes","No","candy like","sweet","dairy"
1976,"Johnny Iuzzini","U.S.A.",2017,"Peru",75,3,4,"Yes","Yes","No","Yes","No","Yes","No","floral","tobacco","candied"
2104,"Johnny Iuzzini","U.S.A.",2018,"Colombia",73,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","complex","bold","gritty"
2104,"Johnny Iuzzini","U.S.A.",2018,"Trinidad",80,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","bold","spice","sour fruit"
2100,"Johnny Iuzzini","U.S.A.",2018,"India",66,3,4,"Yes","Yes","No","Yes","No","Yes","No","gritty","coffee","sweet"
1534,"Jordis","Czech Republic",2015,"Madagascar",63,2.75,2,"Yes","No","No","No","No","Yes","No","off note","vanilla","basic cocoa"
2458,"Jordis","Czech Republic",2020,"Venezuela",75,2.75,3,"Yes","Yes","No","No","No","Yes","No","harsh","burnt nuts","powdery"
2218,"Kad Kokoa","Thailand",2018,"Thailand",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","brownie","",""
2214,"Kad Kokoa","Thailand",2018,"Thailand",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","nutty","cocoa","sour veggie"
2218,"Kad Kokoa","Thailand",2018,"Thailand",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","herbal","tea-like",""
2218,"Kad Kokoa","Thailand",2018,"Thailand",70,3,3,"Yes","Yes","No","No","No","Yes","No","floral","earthy","grassy"
1061,"Kah Kow","Dominican Republic",2013,"Dominican Republic",70,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","raisins","prunes",""
1069,"Kah Kow","Dominican Republic",2013,"Dominican Republic",55,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","very sweet","basic cocoa",""
1073,"Kah Kow","Dominican Republic",2013,"Dominican Republic",62,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","candy-like","peanut butter",""
1069,"Kah Kow","Dominican Republic",2013,"Dominican Republic",82,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","nutty","sour milk","off note"
2422,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic",68,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","floral","dried fruit"
2454,"Kah Kow - USA","U.S.A.",2019,"Dominican Republic",65,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","distinct","dried fruit"
2390,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic",71.5,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","balanced","fig"
2394,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic",70,3,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","acidic"
2454,"Kah Kow - USA","U.S.A.",2019,"Dominican Republic",72,3,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","black tea","vegetal"
2334,"Kaitxo","Spain",2019,"Tanzania",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","base cocoa","fruit","fatty"
2338,"Kaitxo","Spain",2019,"Nicaragua",75,3,3,"Yes","Yes","No","No","No","Yes","No","spicy","tobacco",""
2338,"Kaitxo","Spain",2019,"Peru",75,3,3,"Yes","Yes","No","No","No","Yes","No","muted","grapes","astringent"
241,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",70,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","intense","mint","marshmallow"
241,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","creamy","mild marshmallow",""
248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",85,3,4,"Yes","Yes","Yes","No","No","Yes","No","spicy","mild bitter",""
269,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",85,3,4,"Yes","Yes","Yes","No","No","Yes","No","fruity","floral","cooling sensation"
245,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",75,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","sweet","vanilla","coffee"
248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",85,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","creamy","nutty","bitter"
248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",85,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","crumbly","vanilla","bitter"
263,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador",75,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","grassy","earthy","coffee"
1133,"Kerchner","U.S.A.",2013,"Dominican Republic",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","fatty","dark berry","grassy"
431,"Ki' Xocolatl","Mexico",2009,"Mexico",72,2,5,"Yes","Yes","Yes","Yes","No","Yes","No","sweet","vanilla domintates","nut"
2478,"Kin + Pod","Canada",2020,"Colombia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","poor finish","cocoa","grassy"
1251,"Kiskadee","U.S.A.",2014,"Dominican Republic",60,3,2,"Yes","No","No","No","No","Yes","No","gritty","overly sweet","citrus"
2016,"Krak","Netherlands",2017,"Mexico",70,3.25,2,"Yes","No","No","No","No","Yes","No","medium roast","nutty",""
1968,"Krak","Netherlands",2017,"Belize",70,3,2,"Yes","No","No","No","No","Yes","No","gritty","sour","berries"
1968,"Krak","Netherlands",2017,"Vietnam",70,3,2,"Yes","No","No","No","No","Yes","No","sticky","molasses","sour"
2044,"Krak","Netherlands",2018,"Mexico",70,3.75,2,"Yes","No","No","No","No","Yes","No","intense","high acidity",""
2068,"Krak","Netherlands",2018,"Philippines",70,3.25,2,"Yes","No","No","No","No","Yes","No","nuts","dried fruit","grassy"
2064,"Krak","Netherlands",2018,"Madagascar",70,3,2,"Yes","No","No","No","No","Yes","No","roasty","nutty",""
2282,"Krak","Netherlands",2019,"Papua New Guinea",70,3.25,2,"Yes","No","No","No","No","Yes","No","astringent","smomkey cocoa",""
2286,"Krak","Netherlands",2019,"Colombia",70,3,2,"Yes","No","No","No","No","Yes","No","light color","",""
1422,"Kto","U.S.A.",2014,"Madagascar",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","strawberry","intense","sour"
1426,"Kto","U.S.A.",2014,"Belize",90,3.25,2,"Yes","No","No","No","No","Yes","No","intense","spicy","pungent"
1426,"Kto","U.S.A.",2014,"Dominican Republic",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","spicy","molasses","earthy"
1426,"Kto","U.S.A.",2014,"Dominican Republic",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","earthy","fatty","tea"
1422,"Kto","U.S.A.",2014,"Belize",72,3,3,"Yes","Yes","No","No","No","Yes","No","nutty","sour milk",""
1422,"Kto","U.S.A.",2014,"Venezuela",72,2.75,3,"Yes","Yes","No","No","No","Yes","No","nutty","pungent","sour"
1422,"Kto","U.S.A.",2014,"Peru",72,2.5,2,"Yes","No","No","No","No","Yes","No","intense","pungent","tangy"
1852,"K'ul","U.S.A.",2016,"Brazil",70,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","mild flavors",""
1852,"K'ul","U.S.A.",2016,"Ecuador",70,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","oranges","",""
1840,"K'ul","U.S.A.",2016,"Haiti",70,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","spicy","vanilla","dairy"
1852,"K'ul","U.S.A.",2016,"Peru",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","astringent","unbalanced","off"
1359,"Kyya","U.S.A.",2014,"Dominican Republic",72.5,3,5,"Yes","Yes","Yes","No","Yes","Yes","No","vanilla","candy-like","sour milk"
1363,"Kyya","U.S.A.",2014,"Madagascar",72.5,3,5,"Yes","Yes","Yes","No","Yes","Yes","No","mild vanilla and mild fruit","",""
1359,"Kyya","U.S.A.",2014,"Uganda",72.5,2.5,5,"Yes","Yes","Yes","No","Yes","Yes","No","vanilla","earth","cardboard"
1363,"Kyya","U.S.A.",2014,"Ecuador",72.5,2.5,5,"Yes","Yes","Yes","No","Yes","Yes","No","intense","bourbon","vanilla"
431,"L.A. Burdick (Felchlin)","U.S.A.",2009,"Madagascar",64,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","smooth","rich","lemon"
451,"L.A. Burdick (Felchlin)","U.S.A.",2009,"Bolivia",68,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","rich","spice","cheese"
576,"L.A. Burdick (Felchlin)","U.S.A.",2010,"Dominican Republic",74,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","simple","rich hot cocoa",""
576,"L.A. Burdick (Felchlin)","U.S.A.",2010,"Grenada",75,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","cocoa","spice"
597,"L.A. Burdick (Felchlin)","U.S.A.",2010,"Venezuela",71,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","cocoa","nutty","acidic"
682,"L.A. Burdick (Felchlin)","U.S.A.",2011,"Ecuador",74,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","spicy","roasty","coffee"
891,"L.A. Burdick (Felchlin)","U.S.A.",2012,"Brazil",70,4,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","woody","nutty"
927,"L.A. Burdick (Felchlin)","U.S.A.",2012,"Venezuela",68,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","berry","rich cocoa dominates",""
891,"L.A. Burdick (Felchlin)","U.S.A.",2012,"Peru",74,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","floral","soapy","earthy"
2426,"La Cascade du Chocolat","U.S.A.",2019,"Fiji",68,3,3,"Yes","Yes","No","No","No","Yes","No","unrefined","sweet","basic cocoa"
2138,"La Chorena","U.S.A.",2018,"Belize",70,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","molasses","high acidity",""
2138,"La Chorena","U.S.A.",2018,"Guatemala",70,3.25,2,"Yes","No","No","No","No","Yes","No","tart","molasses","grits"
2138,"La Chorena","U.S.A.",2018,"Dominican Republic",70,3,2,"Yes","No","No","No","No","Yes","No","anise","spicy","earthy"
2138,"La Chorena","U.S.A.",2018,"Peru",75,3,2,"Yes","No","No","No","No","Yes","No","earthy","molasses","dried fruit"
2254,"La Feverie (Hasnaa)","France",2018,"Belize",70,3.5,2,"Yes","No","No","No","No","Yes","No","fruit","cocoa","grape"
2254,"La Feverie (Hasnaa)","France",2018,"Guatemala",70,3.5,2,"Yes","No","No","No","No","Yes","No","dry","melon","cocoa"
2358,"La Feverie (Hasnaa)","France",2019,"Peru",72,3.5,2,"Yes","No","No","No","No","Yes","No","sandy","grapes",""
230,"La Maison du Chocolat (Valrhona)","France",2008,"Blend",74,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","roasty","dark berry","rich"
445,"La Maison du Chocolat (Valrhona)","France",2009,"Blend",60,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","cocoa","caramel","sweet"
346,"La Maison du Chocolat (Valrhona)","France",2009,"Venezuela",69,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","nutty","grassy","rich cocoa"
346,"La Maison du Chocolat (Valrhona)","France",2009,"Ghana",68,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","rich cocoa","burning sensation",""
439,"La Maison du Chocolat (Valrhona)","France",2009,"Blend",60,3,4,"Yes","Yes","No","Yes","No","Yes","No","rich","sweet","cocoa"
741,"La Maison du Chocolat (Valrhona)","France",2011,"Grenada",68,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","rich","vegetal","banana"
891,"La Maison du Chocolat (Valrhona)","France",2012,"Dominican Republic",66,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","nutty","pear","sour milk"
1145,"La Maison du Chocolat (Valrhona)","France",2013,"Tobago",60,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","rich","dairy"
1189,"La Maison du Chocolat (Valrhona)","France",2013,"Ecuador",56,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","sweet","nutty","cocoa"
1121,"La Maison du Chocolat (Valrhona)","France",2013,"Blend",74,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","brownie","cocoa","sour"
2182,"La Rifa","Mexico",2018,"Mexico",70,3.5,2,"Yes","No","No","No","No","Yes","No","rich cocoa","mild fruit & nut",""
2186,"La Rifa","Mexico",2018,"Mexico",70,3.5,2,"Yes","No","No","No","No","Yes","No","citrus","prononced orange",""
2186,"La Rifa","Mexico",2018,"Mexico",70,3,2,"Yes","No","No","No","No","Yes","No","mild hammy","roasty","sour"
1434,"Laia aka Chat-Noir","France",2014,"Cuba",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","fatty","roasty","coffee"
1438,"Laia aka Chat-Noir","France",2014,"Blend",68,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","nutty","woody","leathery"
1642,"Laia aka Chat-Noir","France",2015,"Vietnam",75,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","mild honey","floral"
1638,"Laia aka Chat-Noir","France",2015,"Sao Tome",75,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","rich","roasty","nutty"
1590,"Laia aka Chat-Noir","France",2015,"Peru",75,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","sandy","fatty","roasty"
1642,"Laia aka Chat-Noir","France",2015,"Brazil",75,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","smokey","rich cocoa","spice"
1590,"Laia aka Chat-Noir","France",2015,"Cuba",75,3,4,"Yes","Yes","No","Yes","No","Yes","No","slight burnt","astringent","fruit"
1594,"Laia aka Chat-Noir","France",2015,"Ivory Coast",75,3,4,"Yes","Yes","No","Yes","No","Yes","No","roasty","nutty","rich cocoa"
1590,"Laia aka Chat-Noir","France",2015,"Madagascar",75,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","roasty","sour","cardboard"
1590,"Laia aka Chat-Noir","France",2015,"Vietnam",75,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","gritty","roasty","waxy"
833,"L'Amourette","U.S.A.",2012,"Venezuela",75,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","chalky","fatty","sweet"
833,"L'Amourette","U.S.A.",2012,"Venezuela",75,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","chalky","cocoa","tangy"
853,"L'Amourette","U.S.A.",2012,"Blend",72,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","fatty","nutty","woody"
1784,"L'Amourette","U.S.A.",2016,"Nicaragua",80,3.5,2,"Yes","No","No","No","No","Yes","No","spicy","grassy","roasty"
2048,"Land","U.K.",2018,"Nicaragua",73,3.5,3,"Yes","Yes","No","No","No","Yes","No","complex","dairy","roasty"
2048,"Land","U.K.",2018,"Honduras",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sandy","rich cocoa",""
2048,"Land","U.K.",2018,"Nicaragua",71,3,3,"Yes","Yes","No","No","No","Yes","No","simple","earthy","cocoa"
1972,"Landmark (Amano)","U.S.A.",2017,"Bolivia",74,3.75,3,"Yes","Yes","No","No","No","Yes","No","well balanced","melon",""
2266,"Legast","Belgium",2019,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","light color","grape"
2262,"Legast","Belgium",2019,"Costa Rica",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","base cocoa","mild ham","woody"
2266,"Legast","Belgium",2019,"Colombia",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","off","hammy"
1371,"Letterpress","U.S.A.",2014,"Peru",70,3.5,2,"Yes","No","No","No","No","Yes","No","intense","sticky","cocoa"
1562,"Letterpress","U.S.A.",2015,"Trinidad",70,3.5,2,"Yes","No","No","No","No","Yes","No","cocoa","spice","fruit"
1566,"Letterpress","U.S.A.",2015,"Tanzania",70,3.5,2,"Yes","No","No","No","No","Yes","No","subtle","spicy","banana"
1562,"Letterpress","U.S.A.",2015,"Bolivia",70,3.25,2,"Yes","No","No","No","No","Yes","No","dried fruit","nutty","mushroom"
1566,"Letterpress","U.S.A.",2015,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","red fruit","brownie",""
1566,"Letterpress","U.S.A.",2015,"Costa Rica",70,3,2,"Yes","No","No","No","No","Yes","No","roasty","black pepper","woody"
1728,"Letterpress","U.S.A.",2016,"Liberia",70,3.25,2,"Yes","No","No","No","No","Yes","No","floral","black licorice",""
1984,"Letterpress","U.S.A.",2017,"Peru",70,4,3,"Yes","Yes","No","No","No","Yes","No","mild","licorice","coffee"
1952,"Letterpress","U.S.A.",2017,"Honduras",70,3.5,2,"Yes","No","No","No","No","Yes","No","strong raspberry","mocha",""
1952,"Letterpress","U.S.A.",2017,"Belize",70,3.25,2,"Yes","No","No","No","No","Yes","No","smokey","mild berry",""
2122,"Letterpress","U.S.A.",2018,"Ghana",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","brownie","",""
2338,"Letterpress","U.S.A.",2019,"Jamaica",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","woody","mocha","molasses"
2442,"Letterpress","U.S.A.",2019,"Bolvia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","spoiled milk","sweet","molasses"
1231,"Levy","Finland",2014,"Madagascar",71,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","citrus",""
1856,"Lilla","Finland",2016,"Madagascar",70,3,2,"Yes","No","No","No","No","Yes","No","sweet edge","bright fruit","off"
903,"Lillie Belle","U.S.A.",2012,"Peru",68,3.75,2,"Yes","No","No","No","No","Yes","No","rich cocoa","spicy edge",""
855,"Lillie Belle","U.S.A.",2012,"Peru",65,3.5,2,"Yes","No","No","No","No","Yes","No","creamy","strawberry","cocoa"
903,"Lillie Belle","U.S.A.",2012,"Bolivia",68,3.5,2,"Yes","No","No","No","No","Yes","No","fatty","nutty","melon like"
947,"Lillie Belle","U.S.A.",2012,"Bolivia",68,3.5,2,"Yes","No","No","No","No","Yes","No","fatty","grassy","cocoa"
947,"Lillie Belle","U.S.A.",2012,"Dominican Republic",74,3,2,"Yes","No","No","No","No","Yes","No","fatty","roasty","cocoa"
947,"Lillie Belle","U.S.A.",2012,"Blend",75,2.75,2,"Yes","No","No","No","No","Yes","No","grits","roasted","nutty"
157,"Lindt & Sprungli","Switzerland",2007,"Blend",85,3,4,"Yes","Yes","Yes","No","No","Yes","No","harsh burnt","mild cocoa","tang"
1049,"Loiza","Puerto Rico",2013,"Puerto Rico",65,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","black pepper","vanilla","harsh"
1097,"Lonohana","U.S.A.",2013,"U.s.a.",70,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","sandy","floral","vanilla"
1093,"Lonohana","U.S.A.",2013,"U.s.a.",71,3,4,"Yes","Yes","Yes","No","No","Yes","No","aluminum","mild coffee","roasty"
1097,"Lonohana","U.S.A.",2013,"U.s.a.",72,3,4,"Yes","Yes","Yes","No","No","Yes","No","strong","brandy","smoke"
1383,"Lonohana","U.S.A.",2014,"U.s.a.",70,3.75,2,"Yes","No","No","No","No","Yes","No","spicy","candied","complex"
1395,"Lonohana","U.S.A.",2014,"U.s.a.",75,3.75,4,"Yes","Yes","Yes","No","No","Yes","No","dairy","pudding",""
1395,"Lonohana","U.S.A.",2014,"U.s.a.",65,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","sweet","candy-like","nutty"
1502,"Love Bar","U.S.A.",2015,"Nicaragua",75,2,2,"Yes","No","No","No","No","Yes","No","multiple off flavors","metallic",""
2198,"Love Brown","Taiwan",2018,"Nicaragua",78,3.5,2,"Yes","No","No","No","No","Yes","No","intense mocha flavor","",""
2198,"Love Brown","Taiwan",2018,"Nicaragua",80,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","mild dairy",""
2194,"Love Brown","Taiwan",2018,"Sumatra",70,3,2,"Yes","No","No","No","No","Yes","No","smokey","earthy","cocoa"
2194,"Love Brown","Taiwan",2018,"Nicaragua",75,2.5,2,"Yes","No","No","No","No","Yes","No","potting soil","",""
1976,"Luisa Abram","Brazil",2017,"Brazil",81,3.25,2,"Yes","No","No","No","No","Yes","No","oily","burnt","earthy"
2238,"Luisa Abram","Brazil",2018,"Brazil",70,3,2,"Yes","No","No","No","No","Yes","No","rustic","basic cocoa","earthy"
552,"Luker","Colombia",2010,"Colombia",65,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","marshmallow","rich brownie",""
552,"Luker","Colombia",2010,"Blend",60,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","sticky","marshmallow","cocoa"
552,"Luker","Colombia",2010,"Blend",58,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","watered down coffee","cocoa",""
552,"Luker","Colombia",2010,"Blend",46,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","very sweet","caramel","candy"
2430,"MADE","U.S.A.",2019,"Ghana",75,2.75,3,"Yes","Yes","No","No","No","Yes","No","gritty","cocoa base","ashey"
2426,"MADE","U.S.A.",2019,"Uganda",75,2.5,3,"Yes","Yes","No","No","No","Yes","No","gritty","roasty","rubbery"
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar",63,4,5,"Yes","Yes","Yes","Yes","No","Yes","No","intense","nutty","cocoa"
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar",70,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","woody","peanut butter"
284,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar",67,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","red berry","cocoa"
288,"Madecasse (Cinagra)","Madagascar",2008,"Madagascar",75,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","sticky","bitter","nutty"
607,"Madre","U.S.A.",2010,"Mexico",72,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","raisiny","chewy",""
693,"Madre","U.S.A.",2011,"Costa Rica",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","sticky","strong vanilla","pepper"
672,"Madre","U.S.A.",2011,"Dominican Republic",70,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","sandy","sweet","strong vanilla"
995,"Madre","U.S.A.",2012,"U.s.a.",70,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","brownie","peanut"
991,"Madre","U.S.A.",2012,"U.s.a.",70,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","creamy","vanilla","rich fruit"
995,"Madre","U.S.A.",2012,"U.s.a.",70,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","creamy","burnt nuts","woody"
1085,"Madre","U.S.A.",2013,"Brazil",70,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","strong vanilla","nut","coffee"
1085,"Madre","U.S.A.",2013,"Puerto Rico",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","intense vanilla","swiss miss",""
1089,"Madre","U.S.A.",2013,"U.s.a.",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","fatty","vanilla","candy-like"
1089,"Madre","U.S.A.",2013,"Mexico",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","earthy","caramel"
1940,"Madre","U.S.A.",2017,"Solomon Islands",73,3.5,2,"Yes","No","No","No","No","Yes","No","mild earthy","mild cocoa","nut"
308,"Maglio","Italy",2008,"Dominican Republic",70,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","hay","nutty"
308,"Maglio","Italy",2008,"Cuba",70,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","nutty","cooling sensation",""
308,"Maglio","Italy",2008,"Ecuador",70,3,4,"Yes","No","Yes","Yes","No","Yes","No","creamy","nutty","mass market"
300,"Maglio","Italy",2008,"Tanzania",75,2,4,"Yes","Yes","Yes","No","No","Yes","No","chalky","astringent","vanilla"
531,"Majani","Italy",2010,"Ecuador",70,2,4,"Yes","Yes","No","Yes","No","Yes","No","strong vanilla","some spice",""
184,"Malagasy (Chocolaterie Robert)","Madagascar",2007,"Madagascar",73,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","sublte grape notes",""
184,"Malagasy (Chocolaterie Robert)","Madagascar",2007,"Madagascar",75,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","cardboard","tea-like",""
1121,"Malagos","Philippines",2013,"Philippines",65,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","sweet","cocoa"
2226,"Malai","Thailand",2018,"Thailand",70,2.75,3,"Yes","Yes","No","No","No","No","Yes","gummy","smokey","hammy"
311,"Malie Kai (Guittard)","U.S.A.",2009,"U.s.a.",55,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","sweet","vanilla","easter candy"
502,"Malie Kai (Guittard)","U.S.A.",2010,"U.s.a.",55,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","crunchy","very sweet"
1856,"Malmo","Sweden",2016,"Venezuela",70,3,3,"Yes","Yes","No","No","No","Yes","No","hammy","unrecognizable",""
821,"Mana","U.S.A.",2012,"Dominican Republic",74,3.75,3,"Yes","Yes","No","No","No","Yes","No","berry","nutty","sour"
1219,"Mana","U.S.A.",2014,"Venezuela",74,2.75,3,"Yes","Yes","No","No","No","Yes","No","nutty","green",""
1219,"Mana","U.S.A.",2014,"Peru",74,2.5,3,"Yes","Yes","No","No","No","Yes","No","rubber","off medicinal",""
1446,"Mana","U.S.A.",2015,"Ecuador",74,2.5,2,"Yes","No","No","No","No","Yes","No","soil","wet","off notes"
1331,"Manifesto Cacao","Colombia",2014,"Colombia",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","muted","nutty",""
1003,"Manoa","U.S.A.",2012,"Liberia",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","molassses","intense","off"
1007,"Manoa","U.S.A.",2012,"U.s.a.",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","molasses","sweet","cocoa"
1007,"Manoa","U.S.A.",2012,"Peru",72,3,3,"Yes","Yes","No","No","No","Yes","No","banana","menthol","medicinal"
1007,"Manoa","U.S.A.",2012,"U.s.a.",72,2.75,3,"Yes","Yes","No","No","No","Yes","No","oily","tangy","fruit"
1089,"Manoa","U.S.A.",2013,"U.s.a.",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","orange","cocoa",""
1522,"Manoa","U.S.A.",2015,"Costa Rica",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","balanced","cocoa"
1522,"Manoa","U.S.A.",2015,"Papua New Guinea",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","smoke","fruit",""
2032,"Manoa","U.S.A.",2017,"Peru",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sweet","fatty","fig"
2442,"Manoa","U.S.A.",2019,"U.s.a.",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","spicy","sticky"
871,"Manufaktura Czekolady","Poland",2012,"Ghana",70,3.5,2,"Yes","No","No","No","No","Yes","No","cocoa","coconut",""
871,"Manufaktura Czekolady","Poland",2012,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","chewy","brownie like",""
875,"Manufaktura Czekolady","Poland",2012,"Ecuador",70,3.25,2,"Yes","No","No","No","No","Yes","No","grits","roaste brownie",""
1255,"Manufaktura Czekolady","Poland",2014,"Venezuela",70,3.75,2,"Yes","No","No","No","No","Yes","No","nutty","intense","roasty"
